area;emoji;name;type;hp;atk;sta;lck;int;mgk;def;note;desc;message;achiev
River of Sorrows;🪝;Rusty Hook;Item-Weapon;0;1;0;0;0;0;0;Weathered Tool;Hangs uselessly from the eaves.<br>Provides <b>+1 ⚔️ Damage</b>.;Could still make a bloody mess.;none
River of Sorrows;🕶;Cool Sunglasses;Item-Head;0;0;0;2;0;0;0;Flashy Accessory;Anyone can be a hero with these.<br>Provides <b>+2 🍀 Luck</b>.;You feel a lot cooler.;none
River of Sorrows;👙;Sexy Bikini;Item-Chest;0;0;0;0;2;0;0;Swimming Equipment;Draws special attention to your (male) body.<br>Provides <b>+2 🧠 Charisma</b>.;All eyes are on you!;none
River of Sorrows;👓;Reading Glasses;Item-Head;0;0;0;0;2;0;0;Eyesight Boost;Usually improves one's perception.<br>Provides <b>+2 🧠 Intellect</b>.;Immediately felt a difference.;none
River of Sorrows;🥽;Diving Goggles;Item-Head;1;0;0;0;0;0;0;Diving Equipment;May be used as a makeshift protection.<br>Provides <b>+1 ❤️ Health</b>.;Put the goggles on.;none
River of Sorrows;🪢;Twisted Knot;Item;0;0;1;0;0;0;0;Swiftness Trinket;Specially crafted for survival.<br>Provides <b>+1 🟢 Energy</b>.;Gained the power of the wild.;none
River of Sorrows;🔖;Wet Memo;Item;0;0;0;0;1;0;0;Note;Provides an insight and <b>+1 🧠 Intellect</b><br>n/a;Embraced the new knowledge.;none
River of Sorrows;🏴‍☠️;Pirate Flag;Item;0;0;0;-2;2;0;0;Warning Sign;Gives away all the bad intentions.<br>Provides <b>+2 🧠 Intimidation</b> for <b>-2 🍀 Luck</b>.;Joined the dark side!;none
River of Sorrows;👞;Wet Shoe;Item-Legs;0;0;0;0;0;0;0;Trash;Thoroughly wet leather shoe, probably useless.<br>;Well, it has no effect.;none
River of Sorrows;🗝️;Rusty Key;Item;0;0;0;0;0;0;0;Utility Item;<b>🗝️ Unlocks</b> doors and containers.<br>;;none
River of Sorrows;📘;Damned Book;Item-Weapon;-1;0;0;0;0;1;0;Sinister Writing;Learn the art of the dark magic, for a price.<br>Provides <b>+1 🔵 Mana</b> for <b>-1 💔 Health</b>.;Pocketed a piece of trash.;none
River of Sorrows;💵;Wet Cash;Item;0;0;0;0;0;0;0;Worthless Junk;All letters already faded.<br>;Pocketed a piece of trash.;none

River of Sorrows;💌;Soaked Letter;Item;0;0;0;0;0;0;0;Lover's Memento;po/em;Your heart will always remember;none

//Shrouded Necropolis
Shrouded Necropolis;💀;Cracked Skull;Prop;0;0;0;0;0;0;0;Chilling Remnant;The remains of something long gone.<br>;Stepped carefully to avoid it.;none
Shrouded Necropolis;🪦;Weathered Tombstone;Prop;0;0;0;0;0;0;0;Faded Memorial;Names are long forgotten.<br>;;none
Shrouded Necropolis;🪨;Cemetery Wall;Prop;0;0;0;0;0;0;0;Place of Rest;Eerie atmosphere in the air.<br>;;none
Shrouded Necropolis;🍂;Dying Fern;Prop;0;0;0;0;0;0;0;Silent Flora;Its colour slowly fades away.<br>;;none
Shrouded Necropolis;🪧;Danger Sign;Prop;0;0;0;0;0;0;0;Warning;<i>Turn back if you wish to live!</i><br>;;none
Shrouded Necropolis;🗿;Chiseled Face;Prop;0;0;0;0;0;0;0;Ruins;Nothing of particular interest.<br>;;none
Shrouded Necropolis;🌑;Silent Midnight;Prop;0;0;0;0;0;0;0;Unsettling Atmosphere;No living beings or growth around.<br>;;none
Shrouded Necropolis;🐾;Animal Footprints;Prop;0;0;0;0;0;0;0;Fresh Clue;Clear sign of recent activity.<br>;Followed the trail.;none
Shrouded Necropolis;👣;Humanoid Footprints;Prop;0;0;0;0;0;0;0;Unsettling Clue;Clear sign of recent activity.<br>;Followed the trail.;none
Shrouded Necropolis;🫂;Mourning Shades;Prop;0;0;0;0;0;0;0;Hopeless Souls;Look completely uninterested in your presence.<br>;Left them behind.;none
Shrouded Necropolis;🌫️;Pale Mist;Prop;0;0;0;0;0;0;0;Unsettling Atmosphere;A veil of fog conceals the path.<br>;;none
Shrouded Necropolis;🦷;Jagged Tooth;Prop;0;0;0;0;0;0;0;Chilling Remnant;A tooth too large for any human.<br>;;none
Shrouded Necropolis;🌾;Dead Reeds;Prop;0;0;0;0;0;0;0;Silent Flora;Shuffles softly in the stillness.<br>;;none
Shrouded Necropolis;⛓️‍💥;Broken Shakles;Prop;0;0;0;0;0;0;0;Suspicious Clue;Probably left behind by an escaped prisoner.<br>;Followed the way ahead.;none

Shrouded Necropolis;✝️;Saint's Grave;Prop;0;0;0;3;0;0;0;Blessed Remains;The resting place of a blessed soul.<br>;Woke up feeling blessed;none
Shrouded Necropolis;🎠;Horse Statue;Prop;0;0;2;0;0;0;0;Dashing Symbol;Eternal reminder of the royal breed.<br>;Woke up feeling extra fast;none
Shrouded Necropolis;🗿;Stone Guardian;Prop;0;0;1;0;0;0;0;Hulking Authority;Tall statue provides calming comfort.<br>;Rested without a flinch;none
Shrouded Necropolis;🌺;Blessed Ground;Prop;0;0;0;1;0;0;0;Safe Haven;Blooming flowers indicate comfort.<br>;Woke up feeling lucky;none

Shrouded Necropolis;🩸;Bloodstained Stone;Prop;-1;1;0;0;0;0;0;Eerie Marker;Blood seeps through the cracks.<br>;Woken up by a bloodlust!;none
Shrouded Necropolis;⚱️;Burial Urn;Prop;0;0;0;-1;0;0;0;Silent Relic;Its colour slowly fades away.<br>;Cursed by the spirit residue;none
Shrouded Necropolis;🪦;Desolate Gave;Prop;0;0;0;0;-1;0;0;Final Destination;The text is almost fully faded.<br>;Haunted by the resident spirit;none
Shrouded Necropolis;⏳;Frozen Hourglass;Prop;0;0;-1;0;0;0;0;Time Anomaly;Its sands stopped a while ago.<br>;Woke up with a sluggish aura;none
Shrouded Necropolis;⚰️;Broken Coffin;Prop;0;0;0;0;-1;0;0;Ruins;Wood splinters litter the ground.<br>;Sleeping here took its toll;none
Shrouded Necropolis;🏺;Ancient Urn;Container;0;0;0;0;0;0;0;Silent Memories;Sealed tight with cracked wax.<br>;;none
Shrouded Necropolis;📚;Burnt Books;Container;0;0;0;0;0;0;0;Wasted Wisdom;Laying among a pile of ash.<br>;;none
Shrouded Necropolis;🪨;Stone Mound;Container;0;0;0;0;0;0;0;Ruins;Nothing of particular interest.<br>;;none
Shrouded Necropolis;🧳;Abandoned Trunk;Container;0;0;0;0;0;0;0;Someone's Belongings;Hopefully has something valuable inside.<br>;;none
Shrouded Necropolis;🕋;Burial Chamber;Container;0;0;0;0;0;0;0;Indestructible;Has a small keyhole on top.<br>;Revealed precious treasure.;none
Shrouded Necropolis;🚪;Strange Door;Container;0;0;0;0;0;0;0;Unknown;Ornate door shimmering at the edges.<br>;;none
Shrouded Necropolis;🧠;Sticky Brains;Container;0;0;0;0;0;0;0;Mind Residence;Half-dry human remains.<br>;Ugh... That was disgusting.;none
Shrouded Necropolis;🍂;Rotten Leaves;Container;-1;0;0;0;0;0;0;Decomposing Pile;Does not seem safe to manipulate.<br>;Contracted a contageous disease.;none
Shrouded Necropolis;🦴;Pile of Bones;Container;0;0;0;-3;0;0;0;Disturbing Scenery;Doesn't look like an accident.<br>;Got cursed for disturbing that;none
Shrouded Necropolis;🦴;Scattered Bones;Container;-1;0;0;0;0;0;0;Uneasy Sight;Old bones lie scattered around.<br>;Stepped on something sharp.;none
Shrouded Necropolis;🪦;Disturbed Grave;Container;0;0;0;-2;0;0;0;Questionable Stash;Something seems to be hidden there.<br>;Got cursed for disturbing that;none
Shrouded Necropolis;🪦;Toppled Headstone;Container;0;0;0;0;0;0;0;Resting Place;Something is sticking from below it.<br>;;none
Shrouded Necropolis;⚰️;Burial Coffin;Container;0;0;0;0;0;-3;0;Place of Rest;Looks someone tampered with it recently.<br>;Got cursed for disturbing that;none
Shrouded Necropolis;🥀;Trailing Vines;Container;-1;0;0;0;0;0;0;Cursed Flora;Vines creep low to snare the unwary.<br>;Tugged free but left bruises.;none
Shrouded Necropolis;🏺;Leech Jar;Container;-1;0;0;0;0;0;0;Creepy Container;They’re still alive in there.<br>.;Got some blood sucked.;none

Shrouded Necropolis;🕋;Jewelry Box;Locked-Container;0;0;0;0;0;0;0;Mourning Keepsake;Somehow familiar, almost painful to touch.<br>;It clicks softly open.;none
Shrouded Necropolis;⚰️;Locked Coffin;Locked-Container;0;0;0;0;0;0;0;Sealed Fate;The nails hold strong, the latch is locked.<br>;You found the hidden keyhole.;none
Shrouded Necropolis;🏺;Sealed Urn;Locked-Container;0;0;0;0;0;0;0;Ceremonial Container;Plugged with wax and carved runes.<br>;You found the hidden keyhole.;none

Shrouded Necropolis;🫧;Bubbling Chasm;Fishing;0;0;0;0;0;0;0;Opportunity;Murky liquid bubbling on the surface.<br>;;none
Shrouded Necropolis;🕳️;Splashing Pit;Fishing;0;0;0;0;0;0;0;Danger Zone;Splashing echoes deep down below.<br>;;none
Shrouded Necropolis;🌊;Flooded Crypt;Fishing;0;0;0;0;0;0;0;Hidden Depths;Ripples betray movement below.<br>;;none
Shrouded Necropolis;💧;Cursed Well;Fishing;0;0;0;0;0;0;0;Water Body;Dark water reflects strange shapes.<br>;;none

Shrouded Necropolis;👣;Trailing Shade;Curse;0;0;0;0;-3;0;0;Doppelganger;Footsteps match yours exactly,<br> but they are always late.;Unsure who walked first.;none
Shrouded Necropolis;👁️;Unseen Witness;Curse;0;0;0;0;-2;0;0;Guilt Manifest;Always a step behind, never speaking.<br>It knows what you did.;The anxiety never leaves.;none
Shrouded Necropolis;🫀;Irregular Heartbeat;Curse;-1;0;0;0;0;0;0;Relentless Pulse;Your heart suddenly struggles to keep up.<br>;;none
Shrouded Necropolis;🩹;Festering Wound;Curse;0;0;-1;0;0;0;0;Everlasting Pain;The wound seems to have never fully recovered.<br>;The pain limits your movement.;none
Shrouded Necropolis;🫁;Collapsed Lung;Curse;0;0;-2;0;0;0;0;Moment of Crisis;Cannot really catch a breath!<br>;;none
Shrouded Necropolis;👁️‍🗨️;Haunting Voice;Curse;0;0;0;0;-2;0;0;Misfortune;Eerie whispers are echoing around.<br>;Suffered mental damage.;none
Shrouded Necropolis;🌬️;Mourning Echo;Curse;0;0;0;0;-1;0;0;Haunted Moment;A cold wind sighs through hollow spaces.<br>;Sent shivers down your spine.;none

Shrouded Necropolis;🕳️;Bottomless Sinkhole;Trap-Big;-3;0;0;0;0;0;0;Natural Disaster;Better not mess around and walk away.<br>;Fell into the dark depths.;none
Shrouded Necropolis;🟫;Pressure Plate;Trap-Attack;-3;0;0;0;0;0;0;Mechanical Trigger;Odd tile doesn’t quite match the others.<br>;The floor dropped beneath your feet.;none
Shrouded Necropolis;🔘;Mysterious Button;Trap-Attack;-3;0;0;0;0;0;0;Ancient Mechanism;Someone clearly meant this to be found.<br>;Rusty blade punctured your head.;none
Shrouded Necropolis;🔮;Clouded Oraculum;Trap;-1;0;0;0;-1;0;0;Unholy Relic;It hums quietly, drawing your gaze.<br>;Horrific visions took their toll.;none
Shrouded Necropolis;🕯️;Ritual Candle;Trap;-2;0;0;0;0;0;0;Light Source;You know the drill, don't play with fire.<br>;You have burned your hand.;none
Shrouded Necropolis;🕸️;Sticky Web;Trap-Roll;0;0;-3;0;0;0;0;Minor Inconvenience;Unfortunately, it blocks the only way ahead.<br>;Got entangled in sticky webs;none
Shrouded Necropolis;🔥;Ember Pit;Trap-Attack;-1;0;0;0;0;0;0;Lingering Heat;A patch of still-warm coals.<br>;Scorched your fingers, but survived.;none

Shrouded Necropolis;☠️;Cult Altar;Altar;-1;0;0;0;0;1;0;Ritual Place;Sacrifice is still laying on the ground.<br>;Sacrificed blood for power;none
Shrouded Necropolis;🌑;Darkened Altar;Altar;-1;0;0;0;0;2;0;Ritual Place;The stone feels cold to the touch.<br>;;none
Shrouded Necropolis;🌌;Starlight Mural;Altar;0;0;0;0;0;2;0;Ritual Place;The skies will show you the way.<br>;Received celestial blessing;none

Shrouded Necropolis;🕷️;Hollow Spider;Small;0;0;2;0;-1;0;0;Empty Shell;Seems long dead, but still crawling.<br>;Got webbed into sleep.;none
Shrouded Necropolis;🕷️;Shadow Spider;Small;1;2;1;0;-1;0;0;Venomous Insect;Lurks in the shadows.<br>;Fell into an eternal sleep.;none
Shrouded Necropolis;🪳;Plague Roach;Small;2;1;1;0;-1;0;0;Annoying Insect;Legends speak of its resilience.<br>;Spread a terrible sickness.;none
Shrouded Necropolis;🪰;Hungry Fly;Small;1;1;2;0;-1;0;0;Annoying Insect;Buzzes in circles above.<br>;Drove you completely mad.;none
Shrouded Necropolis;🪲;Green Beetle;Small;1;1;1;0;-1;0;0;Crawling Insect;Tiny shell gleams with colors.<br>;Gave an itchy bite.;none
Shrouded Necropolis;🪲;Clicking Beetle;Small;1;1;1;0;-1;0;0;Crawling Insect;Clicks ominously in the dark.<br>;Brought on a panic attack.;none
Shrouded Necropolis;🦋;Gloomy Moth;Small;1;0;1;0;-1;0;0;Fluttering Insect;Drawn to faint light.<br>;Wings turned to dust.;none
Shrouded Necropolis;🦋;Death’s Moth;Small;1;0;1;0;-1;0;0;Ominous Insect;Wings black as midnight.<br>;Cursed your luck forever.;none
Shrouded Necropolis;🪱;Mosqito Larva;Small;1;1;1;0;-1;0;0;Arthropod;Makes a perfect fishing bait.<br>;;none
Shrouded Necropolis;🪱;Bloodsucking Tapeworm;Small;1;2;1;0;-1;0;0;Arthropod;Dangerous fishing bait.<br>;;none
Shrouded Necropolis;🪱;Parasitic Worm;Small;1;2;1;0;-1;0;0;Arthropod;Dangerous fishing bait.<br>;;none
Shrouded Necropolis;🪱;Grave Worm;Small;1;2;1;0;-1;0;0;Crawling Parasite;Nourished by the decay of ages.<br>;;none
Shrouded Necropolis;🪱;Bloodsucking Worm;Small;1;2;2;0;-1;0;0;Arthropod;Dangerous fishing bait.<br>;;none
Shrouded Necropolis;🪱;Venomous Larva;Small;1;3;1;0;-1;0;0;Arthropod;Dangerous fishing bait.<br>;;none
Shrouded Necropolis;🪱;Nasty Parasite;Small;1;3;1;0;-1;0;0;Arthropod;Dangerous fishing bait.<br>;;none
Shrouded Necropolis;🪰;Bloodsucker Fly;Small;1;2;2;0;-1;0;0;Annoying Insect;Sits on skin again and again.<br>;Contracted a deadly disease.;none
Shrouded Necropolis;🪰;Ceaseless Fly;Small;0;0;3;0;-1;0;0;Nagging Buzz;The hum drills straight into your skull.<br>;Couldn’t take the endless buzzing.;none
Shrouded Necropolis;🦟;Bloodsucker Mosqito;Small;1;2;1;0;-1;0;0;Annoying Insect;Draws blood bit by bit.<br>;Drained completely by the swarm.;none
Shrouded Necropolis;🦗;Grave Cricket;Small;1;1;1;0;-1;0;0;Chirping Insect;Echoes break the silence.<br>;;none
Shrouded Necropolis;🪲;Crypt Scarab;Small;1;1;1;0;-1;0;0;Burrowing Insect;Wings shimmer faintly in the gloom.<br>;;none
Shrouded Necropolis;🦋;Nocturnal Moth;Small;1;0;2;0;-1;0;0;Fluttering Insect;Drawn to the faintest flicker of light.<br>;;none

Shrouded Necropolis;👋;Autonomous Hand;Pet;1;1;4;0;0;0;0;Twisted Being;Shows faint traces of intelligence.<br>;Strangled by a living hand?;none
Shrouded Necropolis;💀;Little Skeleton;Pet;1;1;3;0;2;0;0;Restless Bones;Looks like its gonna fall apart.<br>;Rotten to the bones;none
Shrouded Necropolis;🐈‍⬛;Black Cat;Pet;2;1;3;3;3;2;0;Stray Spirit;Stares with unsettling calmness.<br>;;none

Shrouded Necropolis;👤;Lost Shade;Friend;0;0;0;0;0;0;0;Hopeless Soul;Looks like it has something to say.<br>;They gestured "OK" towards you.;none
Shrouded Necropolis;🗣;Wailing Shade;Friend;0;0;0;0;0;0;0;Hopeless Soul;You cannot hear it make any sound.<br>;They gestured "OK" towards you.;none
Shrouded Necropolis;👤;Echoing Shade;Friend;0;0;0;0;0;0;0;Hopeless Soul;Their presence lingers in the air.<br>;;none
Shrouded Necropolis;🗣️;Whispering Soul;Friend;0;0;0;0;0;0;0;Hopeless Soul;Their words fade like mist.<br>;;none
Shrouded Necropolis;🧖🏻‍♀️;Guardian Angel;Friend;1;0;0;0;0;0;0;Sacred Being;Has understanding for all and everyone.<br>;Received a precious blessing.;none

Shrouded Necropolis;💀;Brittle Skeleton;Standard;3;3;1;0;-1;0;0;Restless Bones;Looks like its gonna fall apart.<br>;Rattling hands tore you apart.;none
Shrouded Necropolis;💀;Bone Sentinel;Standard;5;2;2;0;-1;0;0;Restless Bones;Silent guardian of this realm.<br>;Ground down by patient, silent blows.;none
Shrouded Necropolis;💀;Skeleton Mage;Standard;4;1;1;0;-1;3;0;Restless Bones;It surely carries lot of diseases.<br>;The spell unraveled you completely.;none

Shrouded Necropolis;🎭;Laughing Mask;Reflective;4;4;2;0;-1;0;0;Eerie Presence;Eyes seem to follow your every move.<br>;Died by your own hand.;none

Shrouded Necropolis;💀;Crypt Guardian;Tough;4;2;3;0;-1;0;2;Restless Bones;Silent watcher of forgotten paths.<br>;Silenced by an undead hand.;none
Shrouded Necropolis;🪨;Cursed Boulder;Tough;3;3;1;0;0;0;2;Malevolent Spell;It won't let you go without a fight.<br>;Crushed by a giant rock.;none
Shrouded Necropolis;🪲;Hardshell Beetle;Tough;3;2;2;0;1;0;2;Shiny Carapace;Reflects more than light.<br>;Reflected your own blow.;none

Shrouded Necropolis;🐍;Venomous Serpent;Toxic;4;3;1;0;-1;0;0;Coldblooded Predator;Scales glisten in the moonlight.<br>;Suffered a venomous bite.;none
Shrouded Necropolis;🪳;Glowing Cockroach;Toxic;3;1;1;0;-1;0;0;Annoying Insect;Carries a giant pair of mandibles.<br>;Contracted a deadly disease.;none

Shrouded Necropolis;🗡️;Possesed Dagger;Stingy;3;3;1;0;-1;0;0;Deadly Weapon;Always deadly on the first touch.<br>;Cut your own throat;none

Shrouded Necropolis;🧙🏻‍♂️;Necromancer Acolyte;Recruit;3;1;0;0;3;1;0;Outcast;Your presence disturbed their ritual.<br><i>"Never should have come here!"</i>;;none
Shrouded Necropolis;🧙‍♂️;Fallen Acolyte;Recruit;3;1;0;0;3;1;0;Forsaken;Eyes glow with an unnatural light.<br>;;none

Shrouded Necropolis;🐀;Gigantic Vermin;Heavy;5;1;3;0;-1;0;0;Overgrown Vermin;Has a maw full of sharp teeth.<br>;Teeth found everything, eventually.;none
Shrouded Necropolis;🎃;Overgrown Pumpkin;Heavy;4;4;2;0;-1;0;0;Cursed Being;The silhouette changed to a human.<br>;;none

Shrouded Necropolis;💀;Skeleton Ninja;Swift;4;3;2;0;-1;0;0;Restless Bones;Silent guardian of this realm.<br>;Cut through before you moved.;none
Shrouded Necropolis;🤺;Mysterious Blademaster;Swift;4;2;4;0;10;0;0;Unforgiving Opponent;Asks for an immediate attention.<br>;Every move anticipated and countered.;none
Shrouded Necropolis;🦇;Thirsty Bat;Swift;4;2;2;0;5;0;0;Flying Mammal;Its scream echoes around the crypt.<br>;The scream split the mind open.;none
Shrouded Necropolis;🦌;Stag Wraith;Swift;4;3;1;0;4;1;0;Ethereal Beast;Antlers glow with spectral fire.<br>;Spectral antlers passed through you.;none
Shrouded Necropolis;🐺;Ghastly Wolf;Swift;4;4;1;0;10;3;0;Apex Predator;Winding up for a powerful attack.<br>Better avoid it.;Got totally ripped apart!;none

Shrouded Necropolis;🐼;Zombie Bear;Undead;5;3;1;0;-1;1;0;Restless Body;It surely carries lot of diseases.<br>Better keep distance.;Torn apart by rotting claws.;none
Shrouded Necropolis;🧟;Ghoul Brute;Undead;2;3;1;0;-1;0;0;Cursed Creature;Reeking of death and decay.<br>;Ripped limb from limb.;none
Shrouded Necropolis;🧟;Tainted Zombie;Undead;4;1;1;0;-1;1;0;Restless Body;It surely carries lot of diseases.<br>;Rotten to the bones;none
Shrouded Necropolis;🐦‍⬛;Undead Crow;Undead;3;1;3;0;-1;0;0;Wild Animal;Looks for a long lost mate.<br>;Got both eyes pecked out.;none
Shrouded Necropolis;🪰;Necrotic Fly;Undead;2;2;3;0;-1;0;0;Pestilence;Buzzing wings promise disease.<br>;Suffered a painful death.;none

Shrouded Necropolis;👗;Haunted Dress;Demon;3;1;2;0;-1;0;0;Animated Object;Probably a side-effect of a spell gone wild.<br>;Embraced the cold;none
Shrouded Necropolis;🧛‍♀️;Pale Countess;Demon;4;2;1;0;4;0;0;Humanoid;Moves with deadly grace.<br>;Got their heart ripped out!;none
Shrouded Necropolis;🧛🏽;Noble Vampire;Demon;4;2;1;0;5;0;0;Humanoid;Eyes glow with hunger.<br>;Got their heart ripped out!;none
Shrouded Necropolis;🧛🏼;Thirsty Vampire;Demon;4;2;2;0;5;0;0;Humanoid;Charges furiously forward to attack.<br>;Got your heart ripped out!;none
Shrouded Necropolis;🧛🏼‍♂️;Zealous Vampire;Demon;4;2;1;0;7;0;0;Humanoid;Slowly walks onwards.<br>;Got your heart ripped out!;none
Shrouded Necropolis;🧛🏼;Ancient Vampire;Demon;4;2;1;0;-1;0;0;Humanoid;Looks like still got it.<br>;Got your heart ripped out!;none
Shrouded Necropolis;🧙🏻‍♂️;Vengeful Lich;Demon;3;1;1;0;3;2;0;Master Necromancer;Cannot comprehend the words it speaks.<br>;Sacrificed in a dark ritual;none
Shrouded Necropolis;👺;Haunting Spirit;Demon;3;1;1;0;4;3;0;Eerie Being;A spirit appeared out of nowhere.<br>A little bit scary in this darkness.;Your mind caved before your body.;none
Shrouded Necropolis;👺;Dread Spirit;Demon;3;2;2;0;4;0;0;Eerie Being;A form takes shape in the dark.<br>;The dread became something physical.;none

Shrouded Necropolis;👻;Pale Wisp;Spirit;1;0;2;0;3;0;0;Eerie Being;Dances on unseen breezes.<br>;Something cold passed through you.;none
Shrouded Necropolis;🦋;Eclipse Moth;Spirit;1;0;1;0;0;1;0;Eerie Being;Wings glow under the dark.<br>;Dust turned to whispers.;none
Shrouded Necropolis;👁️;Judging Eye;Spirit;2;0;0;0;5;0;0;All-Seeing;Locks you in a gaze of eternity.<br>;Tore your secrets apart.;none
Shrouded Necropolis;🌪️;Tempest Wraith;Spirit;2;2;2;0;-1;1;0;Ethereal Storm;Spirals in howling fury.<br>;Torn to pieces by the storm.;none
Shrouded Necropolis;👻;Spooky Ghost;Spirit;1;0;0;0;3;2;0;Eerie Being;A little bit scary in this darkness.<br>;The cold never left after that.;none
Shrouded Necropolis;🧞‍♂️;Malevolent Genie;Spirit;2;0;0;0;10;4;0;Magic Creature;Dark wishes bloom on its breath.<br>;The wish granted was not yours.;none
Shrouded Necropolis;🧞;Evil Genie;Spirit;2;0;0;0;10;4;0;Magic Creature;Asks for an immediate attention.<br>;Granted a death wish.;none
Shrouded Necropolis;🧞‍♀️;Twilight Wraith;Spirit;2;2;1;0;-1;1;0;Ethereal Being;Hums with distant grief.<br>;Torn to pieces by the storm.;none

Shrouded Necropolis;🔥;Eternal Bonefire;Checkpoint;0;0;0;0;0;0;0;Sanctuary;Welcoming aura radiates all around.<br>Provides Instant <b>🎉 Level Up!</b>;This message never shows!;destiny_first

Shrouded Necropolis;📦;Schrödinger's Box;Item;0;0;0;0;0;0;0;<b>Artifact</b>;Provides a new skill <b>📦 Dead or Alive</b>.<br>50% chance to <b>avoid death</b> on fatal hit.;Gained skill <b>📦 Dead or Alive</b>.;quest_first
Shrouded Necropolis;🪣;Sturdy Bucket;Item-Head;0;0;0;0;0;0;0;<b>Artifact</b>;Possibly can serve as a makeshift helmet.<br>Provides <b>+1 🔰 Physical Defence</b>.;Its not stupid if it works! <b>+1 🔰</b>;fish_no_bait_50
Shrouded Necropolis;🐴;Horse Mask;Item-Head;0;0;0;0;0;0;0;<b>Artifact</b>;Grants special attribute <b>🐴 Prey Appearance</b>.<br><b>Enemies are passive</b> until attacked.;Gained attribute <b>🐴 Prey Appearance</b>.;gamble_lose_first
Shrouded Necropolis;♥️;Extra Life;Item;0;0;0;0;0;0;0;<b>Artifact</b>;Provides a new skill <b>💀 Cheat Death</b>.<br>Get a <b>second chance to live</b> upon dying.;Gained skill <b>💀 Cheat Death</b>.;reincarnated_first
Shrouded Necropolis;📼;Rewind Tape;Item;0;0;0;0;0;0;0;<b>Artifact</b>;Provides a new skill <b>💀 Cheat Death</b>.<br>Get a <b>second chance to live</b> upon dying.;Gained skill <b>💀 Cheat Death</b>.;destiny_10
Shrouded Necropolis;📣;Loud Vocalizer;Item;0;0;0;0;0;0;0;<b>Artifact</b>;Makes you kind of hard to ignore.<br><b>💬 Speak</b> gets <b>2x more effective</b>.;Your voice got <b>📣 Very Loud</b>!;spoke_boss
Shrouded Necropolis;🧂;Salt Shaker;Item;0;0;0;0;0;0;0;<b>Artifact</b>;Grants ability <b>🧂 Master Chef</b>: season food.<br>Add <b>+1 🟢 Energy</b>, <b>remove negative effects</b>.;Gained skill <b>🧂 Master Chef</b>.;cook_food_first
Shrouded Necropolis;💍;Engraved Ring;Item;0;0;0;0;-4;2;0;<b>Artifact</b>;Says "My Precious" on the inside.<br>Provides <b>+2 🔵 Mana</b> for <b>-4 🧠 Intellect</b>.;The temptation took its toll.;full_party
Shrouded Necropolis;🥋;Budo Kimono;Item-Chest;1;0;1;0;0;0;0;Fancy Gown;Made for martial arts practice.<br>Provides <b>+1 ❤️ Health</b> and <b>+1 🟢 Energy</b>.;Feels neat and comfortable;knockout_first
Shrouded Necropolis;🔪;Bloody Knife;Item-Weapon;0;1;0;-2;0;0;0;Evidence of Sin;The blade still looks sharp.<br>Provides <b>+1 ⚔️ Damage</b> for <b>-2 🍀 Luck</b>.;Got blood on your hands!;kill_first

Shrouded Necropolis;⚖️;Offensive Scales;Item;0;0;0;0;0;0;0;<b>Artifact</b>;Trade <b>1/2 ❤️ Health</b> for that much <b>⚔️ Attack</b>.<br>;Traded <b>1/2 ❤️ Health</b> for <b>⚔️ Attack</b>.;none
Shrouded Necropolis;🀄️;Life-Stealing Rune;Item;0;0;0;0;0;0;0;<b>Artifact</b>;Melee <b>⚔️ Attacks</b> have 33% chance<br> to restore <b>+1 ❤️ Health</b> on a successful hit.;;none
Shrouded Necropolis;📿;Witchbane Necklace;Item;0;0;0;0;0;0;0;Artifact;Blessed by the ancient saint energy.<br>Provides <b>+2 ⚔️ Damage</b> against <b>💀 Undead</b>.;Gained skill <b>📿 Burn Undead</b>.;none
Shrouded Necropolis;👑;The Blessed Crown;Item-Head;2;0;0;0;2;0;0;<b>Artifact</b>;One might even gain a false sense of authority.<br>Provides <b>+2 ❤️ Health</b> and <b>+2 🧠 Intellect</b>.;Gained a sense of authority.;none
Shrouded Necropolis;👑;The Cursed Crown;Item-Head;-2;0;0;0;0;3;0;<b>Malevolent Artifact</b>;You should probably leave this old relic alone.<br><b>+3 🔵 Mana</b>, might cause <b>serious side-effects</b>.;Syphoned your life energy!;none
Shrouded Necropolis;🫀;Backup Heart;Item;0;0;0;0;0;0;0;<b>Artifact</b>;Provides a new skill <b>💀 Cheat Death</b>.<br>Get a <b>second chance to live</b> upon dying.;Gained skill <b>💀 Cheat Death</b>.;none
Shrouded Necropolis;🫁;Second Breath;Item;0;0;0;0;0;0;0;<b>Artifact</b>;Provides a new skill <b>💀 Cheat Death</b>.<br>Get a <b>second chance to live</b> upon dying.;Gained skill <b>💀 Cheat Death</b>.;none
Shrouded Necropolis;🗡️;Quicksilver Dagger;Item-Weapon;0;2;0;0;0;0;0;<b>Artifact</b>;Made for killing supernatural monsters.<br>Provides <b>+2 ⚔️ Damage</b>.;Became armed and dangerous.;none

Shrouded Necropolis;🗡️;Thirsty Blade;Item-Weapon;-1;2;0;0;0;0;0;Cursed Weapon;Very deadly but wielding it takes a toll.<br>Provides <b>+2 ⚔️ Damage</b> for <b>-1 💔 Health</b>.;Felt strangely familiar.;none
